案件ID,行程,メンバー,所属,チーム,月,時間
PJ-2019-A,サーバ実装,EMP-A0035,自社,第1開発部,2021-05,164.6
PJ-2019-A,サーバ実装,EMP-A0036,自社,第1開発部,2021-05,143.3
PJ-2019-A,シナリオ執筆,EMP-A0014,自社,ゲームデザイン部,2021-05,125.4
PJ-2019-A,ツール開発,EMP-A0029,自社,第1開発部,2021-05,107.7
PJ-2019-A,ツール開発,EMP-A0035,自社,第1開発部,2021-05,199.8
PJ-2019-A,ツール開発,PTA-A0043,協力会社A,開発支援チーム,2021-05,61.8
PJ-2019-A,デバッグ,EMP-A0103,自社,QA部,2021-05,114.9
PJ-2019-A,デバッグ,PTC-A0109,協力会社C,デバッグチーム,2021-05,215.6
PJ-2019-A,デバッグ,PTC-A0113,協力会社C,デバッグチーム,2021-05,116.1
PJ-2019-A,デバッグ,PTC-A0115,協力会社C,デバッグチーム,2021-05,96.8
PJ-2019-A,デバッグ,PTC-A0116,協力会社C,デバッグチーム,2021-05,25.9
PJ-2019-A,デバッグ,PTC-A0117,協力会社C,デバッグチーム,2021-05,161.2
PJ-2019-A,デバッグ,PTC-A0120,協力会社C,デバッグチーム,2021-05,109.5
PJ-2019-A,デバッグ,PTC-A0122,協力会社C,デバッグチーム,2021-05,92.5
PJ-2019-A,デバッグ,PTC-A0123,協力会社C,デバッグチーム,2021-05,78.6
PJ-2019-A,デバッグ,PTC-A0124,協力会社C,デバッグチーム,2021-05,107.7
PJ-2019-A,デバッグ,PTC-A0125,協力会社C,デバッグチーム,2021-05,76.2
PJ-2019-A,デバッグ,PTC-A0126,協力会社C,デバッグチーム,2021-05,111.2
PJ-2019-A,バトルデザイン,EMP-A0009,自社,ゲームデザイン部,2021-05,142.8
PJ-2019-A,プロジェクト管理,EMP-A0127,自社,PMO,2021-05,75.9
PJ-2019-A,プロジェクト管理,EMP-A0129,自社,PMO,2021-05,118.6
PJ-2019-A,プロジェクト管理,EMP-A0130,自社,PMO,2021-05,114.4
PJ-2019-A,プロジェクト管理,EMP-A0131,自社,PMO,2021-05,21.2
PJ-2019-A,プロジェクト管理,EMP-A0132,自社,PMO,2021-05,171.6
PJ-2019-A,プロトタイプ制作,EMP-A0006,自社,企画部,2021-05,11.9
PJ-2019-A,ボイス収録,EMP-A0093,自社,サウンド部,2021-05,78.9
PJ-2019-A,ボイス収録,PTC-A0098,協力会社C,サウンドチーム,2021-05,133.1
PJ-2019-A,レベルデザイン,EMP-A0009,自社,ゲームデザイン部,2021-05,79.5
PJ-2019-A,レベルデザイン,EMP-A0014,自社,ゲームデザイン部,2021-05,119.2
PJ-2019-A,ローカライズQA,EMP-A0103,自社,QA部,2021-05,71.4
PJ-2019-A,ローカライズQA,PTC-A0120,協力会社C,デバッグチーム,2021-05,155.4
PJ-2019-A,ローカライズQA,PTC-A0122,協力会社C,デバッグチーム,2021-05,78.0
PJ-2019-A,企画立案,EMP-A0003,自社,企画部,2021-05,8.1
PJ-2019-A,市場調査,EMP-A0004,自社,企画部,2021-05,4.6
PJ-2019-A,最適化,EMP-A0026,自社,第1開発部,2021-05,75.0
PJ-2019-A,最適化,EMP-A0030,自社,第1開発部,2021-05,151.2
PJ-2019-A,最適化,EMP-A0032,自社,第1開発部,2021-05,82.4
PJ-2019-A,最適化,PTA-A0048,協力会社A,開発支援チーム,2021-05,170.3
PJ-2019-A,移植対応,EMP-A0027,自社,第1開発部,2021-05,169.5
PJ-2019-A,移植対応,EMP-A0042,自社,第2開発部,2021-05,107.0
PJ-2019-A,移植対応,PTA-A0047,協力会社A,開発支援チーム,2021-05,44.5
PJ-2019-A,背景モデリング,EMP-A0059,自社,アート部,2021-05,182.0
PJ-2019-A,背景モデリング,EMP-A0064,自社,アート部,2021-05,143.0
PJ-2019-A,背景モデリング,EMP-A0065,自社,アート部,2021-05,99.2
PJ-2019-A,背景モデリング,EMP-A0066,自社,アート部,2021-05,112.5
PJ-2019-A,背景モデリング,EMP-A0067,自社,アート部,2021-05,67.6
PJ-2019-A,背景モデリング,PTB-A0069,協力会社B,3DCGチーム,2021-05,88.1
PJ-2019-A,背景モデリング,PTB-A0070,協力会社B,3DCGチーム,2021-05,60.7
PJ-2019-A,背景モデリング,PTB-A0076,協力会社B,3DCGチーム,2021-05,117.3
PJ-2019-A,背景モデリング,PTB-A0077,協力会社B,3DCGチーム,2021-05,169.1
PJ-2019-A,背景モデリング,PTB-A0082,協力会社B,3DCGチーム,2021-05,85.8
PJ-2019-A,背景モデリング,PTC-A0085,協力会社C,2Dアートチーム,2021-05,101.8
PJ-2019-A,背景モデリング,PTC-A0086,協力会社C,2Dアートチーム,2021-05,90.1
PJ-2019-A,進行管理,EMP-A0129,自社,PMO,2021-05,171.3
PJ-2019-A,進行管理,EMP-A0130,自社,PMO,2021-05,85.0
PJ-2019-A,2Dイラスト,EMP-A0054,自社,アート部,2021-06,218.2
PJ-2019-A,2Dイラスト,EMP-A0057,自社,アート部,2021-06,33.6
PJ-2019-A,2Dイラスト,EMP-A0062,自社,アート部,2021-06,161.2
PJ-2019-A,2Dイラスト,EMP-A0064,自社,アート部,2021-06,101.0
PJ-2019-A,2Dイラスト,EMP-A0068,自社,アート部,2021-06,84.8
PJ-2019-A,2Dイラスト,PTC-A0084,協力会社C,2Dアートチーム,2021-06,68.8
PJ-2019-A,BGM制作,EMP-A0093,自社,サウンド部,2021-06,153.2
PJ-2019-A,BGM制作,EMP-A0094,自社,サウンド部,2021-06,153.0
PJ-2019-A,BGM制作,EMP-A0097,自社,サウンド部,2021-06,93.0
PJ-2019-A,BGM制作,PTC-A0100,協力会社C,サウンドチーム,2021-06,88.2
PJ-2019-A,QA計画・進行,EMP-A0102,自社,QA部,2021-06,176.0
PJ-2019-A,QA計画・進行,PTC-A0110,協力会社C,デバッグチーム,2021-06,113.8
PJ-2019-A,QA計画・進行,PTC-A0117,協力会社C,デバッグチーム,2021-06,96.4
PJ-2019-A,QA計画・進行,PTC-A0122,協力会社C,デバッグチーム,2021-06,107.7
PJ-2019-A,SE制作,EMP-A0094,自社,サウンド部,2021-06,118.9
PJ-2019-A,SE制作,EMP-A0097,自社,サウンド部,2021-06,102.3
PJ-2019-A,SE制作,PTC-A0098,協力会社C,サウンドチーム,2021-06,87.9
PJ-2019-A,SE制作,PTC-A0099,協力会社C,サウンドチーム,2021-06,90.7
PJ-2019-A,UI/UX設計,EMP-A0011,自社,ゲームデザイン部,2021-06,90.9
PJ-2019-A,UIアート,EMP-A0056,自社,アート部,2021-06,184.2
PJ-2019-A,UIアート,EMP-A0065,自社,アート部,2021-06,166.2
PJ-2019-A,UIアート,PTB-A0070,協力会社B,3DCGチーム,2021-06,104.5
PJ-2019-A,UIアート,PTB-A0078,協力会社B,3DCGチーム,2021-06,168.9
PJ-2019-A,UIアート,PTB-A0081,協力会社B,3DCGチーム,2021-06,29.5
PJ-2019-A,UIアート,PTC-A0091,協力会社C,2Dアートチーム,2021-06,53.3
PJ-2019-A,アニメーション,EMP-A0063,自社,アート部,2021-06,88.8
PJ-2019-A,アニメーション,EMP-A0065,自社,アート部,2021-06,23.5
PJ-2019-A,アニメーション,EMP-A0066,自社,アート部,2021-06,104.9
PJ-2019-A,アニメーション,PTB-A0070,協力会社B,3DCGチーム,2021-06,153.0
PJ-2019-A,アニメーション,PTB-A0073,協力会社B,3DCGチーム,2021-06,55.2
PJ-2019-A,アニメーション,PTB-A0077,協力会社B,3DCGチーム,2021-06,144.2
PJ-2019-A,アニメーション,PTB-A0082,協力会社B,3DCGチーム,2021-06,106.8
PJ-2019-A,アニメーション,PTC-A0084,協力会社C,2Dアートチーム,2021-06,100.0
PJ-2019-A,アニメーション,PTC-A0089,協力会社C,2Dアートチーム,2021-06,81.1
PJ-2019-A,アニメーション,PTC-A0091,協力会社C,2Dアートチーム,2021-06,139.0
PJ-2019-A,アニメーション,PTC-A0092,協力会社C,2Dアートチーム,2021-06,181.7
PJ-2019-A,エフェクト,EMP-A0054,自社,アート部,2021-06,173.7
PJ-2019-A,エフェクト,EMP-A0058,自社,アート部,2021-06,103.9
PJ-2019-A,エフェクト,EMP-A0061,自社,アート部,2021-06,42.1
PJ-2019-A,エフェクト,PTB-A0078,協力会社B,3DCGチーム,2021-06,112.4
PJ-2019-A,エフェクト,PTB-A0079,協力会社B,3DCGチーム,2021-06,37.7
PJ-2019-A,エフェクト,PTB-A0082,協力会社B,3DCGチーム,2021-06,198.9
PJ-2019-A,エンジン開発,EMP-A0029,自社,第1開発部,2021-06,76.0
PJ-2019-A,エンジン開発,EMP-A0033,自社,第1開発部,2021-06,37.3
PJ-2019-A,エンジン開発,EMP-A0034,自社,第1開発部,2021-06,119.2
PJ-2019-A,エンジン開発,EMP-A0036,自社,第1開発部,2021-06,181.4
PJ-2019-A,エンジン開発,EMP-A0037,自社,第2開発部,2021-06,125.6
PJ-2019-A,キャラクターモデリング,EMP-A0056,自社,アート部,2021-06,166.7
PJ-2019-A,キャラクターモデリング,EMP-A0059,自社,アート部,2021-06,24.2
PJ-2019-A,キャラクターモデリング,EMP-A0060,自社,アート部,2021-06,127.6
PJ-2019-A,キャラクターモデリング,EMP-A0061,自社,アート部,2021-06,89.1
PJ-2019-A,キャラクターモデリング,PTB-A0069,協力会社B,3DCGチーム,2021-06,41.9
PJ-2019-A,キャラクターモデリング,PTB-A0072,協力会社B,3DCGチーム,2021-06,157.7
PJ-2019-A,キャラクターモデリング,PTB-A0073,協力会社B,3DCGチーム,2021-06,82.0
PJ-2019-A,キャラクターモデリング,PTB-A0076,協力会社B,3DCGチーム,2021-06,153.0
PJ-2019-A,キャラクターモデリング,PTB-A0077,協力会社B,3DCGチーム,2021-06,84.7
PJ-2019-A,キャラクターモデリング,PTB-A0081,協力会社B,3DCGチーム,2021-06,194.1
PJ-2019-A,キャラクターモデリング,PTC-A0086,協力会社C,2Dアートチーム,2021-06,78.3
PJ-2019-A,キャラクターモデリング,PTC-A0087,協力会社C,2Dアートチーム,2021-06,109.1
PJ-2019-A,キャラクターモデリング,PTC-A0089,協力会社C,2Dアートチーム,2021-06,123.2
PJ-2019-A,キャラクターモデリング,PTC-A0092,協力会社C,2Dアートチーム,2021-06,111.4
PJ-2019-A,クライアント実装,EMP-A0023,自社,第1開発部,2021-06,104.9
PJ-2019-A,クライアント実装,EMP-A0025,自社,第1開発部,2021-06,150.9
PJ-2019-A,クライアント実装,EMP-A0026,自社,第1開発部,2021-06,52.1
PJ-2019-A,クライアント実装,EMP-A0028,自社,第1開発部,2021-06,45.3
PJ-2019-A,クライアント実装,EMP-A0029,自社,第1開発部,2021-06,156.3
PJ-2019-A,クライアント実装,EMP-A0031,自社,第1開発部,2021-06,114.8
PJ-2019-A,クライアント実装,EMP-A0034,自社,第1開発部,2021-06,124.8
PJ-2019-A,クライアント実装,EMP-A0035,自社,第1開発部,2021-06,112.4
PJ-2019-A,クライアント実装,EMP-A0036,自社,第1開発部,2021-06,163.0
PJ-2019-A,クライアント実装,EMP-A0037,自社,第2開発部,2021-06,126.2
PJ-2019-A,クライアント実装,EMP-A0038,自社,第2開発部,2021-06,19.2
PJ-2019-A,ゲームバランス調整,EMP-A0019,自社,ゲームデザイン部,2021-06,95.4
PJ-2019-A,サーバ実装,EMP-A0023,自社,第1開発部,2021-06,128.9
PJ-2019-A,サーバ実装,EMP-A0024,自社,第1開発部,2021-06,166.2
PJ-2019-A,サーバ実装,EMP-A0028,自社,第1開発部,2021-06,146.4
PJ-2019-A,サーバ実装,EMP-A0038,自社,第2開発部,2021-06,59.2
PJ-2019-A,サーバ実装,PTA-A0048,協力会社A,開発支援チーム,2021-06,42.9
PJ-2019-A,シナリオ執筆,EMP-A0013,自社,ゲームデザイン部,2021-06,108.9
PJ-2019-A,ツール開発,EMP-A0028,自社,第1開発部,2021-06,35.1
PJ-2019-A,ツール開発,EMP-A0037,自社,第2開発部,2021-06,80.7
PJ-2019-A,ツール開発,PTA-A0044,協力会社A,開発支援チーム,2021-06,215.4
PJ-2019-A,ツール開発,PTA-A0048,協力会社A,開発支援チーム,2021-06,76.5
PJ-2019-A,デバッグ,EMP-A0104,自社,QA部,2021-06,230.8
PJ-2019-A,デバッグ,EMP-A0106,自社,QA部,2021-06,91.0
PJ-2019-A,デバッグ,EMP-A0107,自社,QA部,2021-06,115.5
PJ-2019-A,デバッグ,EMP-A0108,自社,QA部,2021-06,55.9
PJ-2019-A,デバッグ,PTC-A0109,協力会社C,デバッグチーム,2021-06,84.8
PJ-2019-A,デバッグ,PTC-A0111,協力会社C,デバッグチーム,2021-06,172.6
PJ-2019-A,デバッグ,PTC-A0113,協力会社C,デバッグチーム,2021-06,133.3
PJ-2019-A,デバッグ,PTC-A0114,協力会社C,デバッグチーム,2021-06,146.9
PJ-2019-A,デバッグ,PTC-A0115,協力会社C,デバッグチーム,2021-06,43.4
PJ-2019-A,デバッグ,PTC-A0119,協力会社C,デバッグチーム,2021-06,93.3
PJ-2019-A,デバッグ,PTC-A0120,協力会社C,デバッグチーム,2021-06,130.5
PJ-2019-A,デバッグ,PTC-A0122,協力会社C,デバッグチーム,2021-06,24.4
PJ-2019-A,デバッグ,PTC-A0125,協力会社C,デバッグチーム,2021-06,108.7
PJ-2019-A,デバッグ,PTC-A0126,協力会社C,デバッグチーム,2021-06,158.6
PJ-2019-A,バトルデザイン,PTA-A0021,協力会社A,GDチーム,2021-06,109.7
PJ-2019-A,プロジェクト管理,EMP-A0127,自社,PMO,2021-06,193.0
PJ-2019-A,プロジェクト管理,EMP-A0128,自社,PMO,2021-06,84.6
PJ-2019-A,プロジェクト管理,EMP-A0130,自社,PMO,2021-06,82.1
PJ-2019-A,プロジェクト管理,EMP-A0131,自社,PMO,2021-06,106.0
PJ-2019-A,プロトタイプ制作,EMP-A0003,自社,企画部,2021-06,7.8
PJ-2019-A,ボイス収録,EMP-A0093,自社,サウンド部,2021-06,88.1
PJ-2019-A,ボイス収録,EMP-A0095,自社,サウンド部,2021-06,107.3
PJ-2019-A,レベルデザイン,EMP-A0011,自社,ゲームデザイン部,2021-06,89.2
PJ-2019-A,レベルデザイン,EMP-A0013,自社,ゲームデザイン部,2021-06,96.1
PJ-2019-A,ローカライズQA,EMP-A0105,自社,QA部,2021-06,73.5
PJ-2019-A,ローカライズQA,PTC-A0114,協力会社C,デバッグチーム,2021-06,76.6
PJ-2019-A,ローカライズQA,PTC-A0124,協力会社C,デバッグチーム,2021-06,55.9
PJ-2019-A,ローカライズQA,PTC-A0126,協力会社C,デバッグチーム,2021-06,188.2
PJ-2019-A,企画立案,EMP-A0008,自社,企画部,2021-06,6.4
PJ-2019-A,最適化,EMP-A0031,自社,第1開発部,2021-06,113.4
PJ-2019-A,最適化,EMP-A0034,自社,第1開発部,2021-06,112.4
PJ-2019-A,最適化,EMP-A0037,自社,第2開発部,2021-06,54.5
PJ-2019-A,最適化,EMP-A0040,自社,第2開発部,2021-06,124.9
PJ-2019-A,最適化,EMP-A0041,自社,第2開発部,2021-06,122.8
PJ-2019-A,移植対応,EMP-A0028,自社,第1開発部,2021-06,94.2
PJ-2019-A,移植対応,EMP-A0031,自社,第1開発部,2021-06,94.8
PJ-2019-A,移植対応,EMP-A0042,自社,第2開発部,2021-06,140.9
PJ-2019-A,背景モデリング,EMP-A0056,自社,アート部,2021-06,162.6
PJ-2019-A,背景モデリング,EMP-A0057,自社,アート部,2021-06,150.2
PJ-2019-A,背景モデリング,EMP-A0058,自社,アート部,2021-06,49.7
PJ-2019-A,背景モデリング,EMP-A0059,自社,アート部,2021-06,55.4
PJ-2019-A,背景モデリング,EMP-A0061,自社,アート部,2021-06,154.6
PJ-2019-A,背景モデリング,EMP-A0064,自社,アート部,2021-06,137.1
PJ-2019-A,背景モデリング,PTB-A0072,協力会社B,3DCGチーム,2021-06,200.7
PJ-2019-A,背景モデリング,PTB-A0073,協力会社B,3DCGチーム,2021-06,129.8
PJ-2019-A,背景モデリング,PTB-A0074,協力会社B,3DCGチーム,2021-06,71.6
PJ-2019-A,背景モデリング,PTB-A0077,協力会社B,3DCGチーム,2021-06,101.5
PJ-2019-A,背景モデリング,PTB-A0078,協力会社B,3DCGチーム,2021-06,50.3
PJ-2019-A,背景モデリング,PTB-A0079,協力会社B,3DCGチーム,2021-06,90.7
PJ-2019-A,背景モデリング,PTB-A0081,協力会社B,3DCGチーム,2021-06,38.8
PJ-2019-A,背景モデリング,PTC-A0083,協力会社C,2Dアートチーム,2021-06,101.2
PJ-2019-A,背景モデリング,PTC-A0090,協力会社C,2Dアートチーム,2021-06,105.8
PJ-2019-A,進行管理,EMP-A0128,自社,PMO,2021-06,137.1
PJ-2019-A,進行管理,EMP-A0132,自社,PMO,2021-06,73.8
PJ-2019-A,2Dイラスト,EMP-A0054,自社,アート部,2021-07,63.4
PJ-2019-A,2Dイラスト,EMP-A0062,自社,アート部,2021-07,86.6
PJ-2019-A,2Dイラスト,EMP-A0063,自社,アート部,2021-07,86.0
PJ-2019-A,2Dイラスト,PTB-A0069,協力会社B,3DCGチーム,2021-07,177.7
PJ-2019-A,2Dイラスト,PTB-A0076,協力会社B,3DCGチーム,2021-07,97.2
PJ-2019-A,2Dイラスト,PTB-A0080,協力会社B,3DCGチーム,2021-07,137.7
PJ-2019-A,2Dイラスト,PTB-A0081,協力会社B,3DCGチーム,2021-07,80.6
PJ-2019-A,BGM制作,EMP-A0093,自社,サウンド部,2021-07,114.8
PJ-2019-A,BGM制作,EMP-A0094,自社,サウンド部,2021-07,121.5
PJ-2019-A,BGM制作,EMP-A0095,自社,サウンド部,2021-07,51.5
PJ-2019-A,BGM制作,EMP-A0096,自社,サウンド部,2021-07,111.8
PJ-2019-A,BGM制作,EMP-A0097,自社,サウンド部,2021-07,111.8
PJ-2019-A,BGM制作,PTC-A0100,協力会社C,サウンドチーム,2021-07,94.5
PJ-2019-A,QA計画・進行,PTC-A0109,協力会社C,デバッグチーム,2021-07,165.4
PJ-2019-A,QA計画・進行,PTC-A0110,協力会社C,デバッグチーム,2021-07,188.8
PJ-2019-A,QA計画・進行,PTC-A0111,協力会社C,デバッグチーム,2021-07,109.1
PJ-2019-A,QA計画・進行,PTC-A0114,協力会社C,デバッグチーム,2021-07,116.9
PJ-2019-A,QA計画・進行,PTC-A0119,協力会社C,デバッグチーム,2021-07,74.6
PJ-2019-A,QA計画・進行,PTC-A0122,協力会社C,デバッグチーム,2021-07,45.6
PJ-2019-A,QA計画・進行,PTC-A0125,協力会社C,デバッグチーム,2021-07,137.6
PJ-2019-A,QA計画・進行,PTC-A0126,協力会社C,デバッグチーム,2021-07,41.9
PJ-2019-A,SE制作,EMP-A0094,自社,サウンド部,2021-07,50.3
PJ-2019-A,SE制作,EMP-A0095,自社,サウンド部,2021-07,58.2
PJ-2019-A,SE制作,EMP-A0096,自社,サウンド部,2021-07,157.1
PJ-2019-A,SE制作,PTC-A0098,協力会社C,サウンドチーム,2021-07,102.5
PJ-2019-A,SE制作,PTC-A0099,協力会社C,サウンドチーム,2021-07,140.3
PJ-2019-A,UI/UX設計,EMP-A0010,自社,ゲームデザイン部,2021-07,79.5
PJ-2019-A,UIアート,EMP-A0057,自社,アート部,2021-07,96.1
PJ-2019-A,UIアート,EMP-A0060,自社,アート部,2021-07,162.8
PJ-2019-A,UIアート,EMP-A0062,自社,アート部,2021-07,123.7
PJ-2019-A,UIアート,EMP-A0064,自社,アート部,2021-07,91.3
PJ-2019-A,UIアート,EMP-A0066,自社,アート部,2021-07,84.5
PJ-2019-A,UIアート,PTB-A0071,協力会社B,3DCGチーム,2021-07,195.8
PJ-2019-A,UIアート,PTC-A0085,協力会社C,2Dアートチーム,2021-07,52.2
PJ-2019-A,アニメーション,EMP-A0057,自社,アート部,2021-07,113.2
PJ-2019-A,アニメーション,EMP-A0059,自社,アート部,2021-07,145.1
PJ-2019-A,アニメーション,EMP-A0061,自社,アート部,2021-07,202.6
PJ-2019-A,アニメーション,EMP-A0063,自社,アート部,2021-07,47.8
PJ-2019-A,アニメーション,EMP-A0065,自社,アート部,2021-07,144.3
PJ-2019-A,アニメーション,EMP-A0067,自社,アート部,2021-07,69.3
PJ-2019-A,アニメーション,PTB-A0072,協力会社B,3DCGチーム,2021-07,109.2
PJ-2019-A,アニメーション,PTB-A0080,協力会社B,3DCGチーム,2021-07,83.9
PJ-2019-A,アニメーション,PTC-A0087,協力会社C,2Dアートチーム,2021-07,45.3
PJ-2019-A,アニメーション,PTC-A0088,協力会社C,2Dアートチーム,2021-07,100.2
PJ-2019-A,アニメーション,PTC-A0092,協力会社C,2Dアートチーム,2021-07,143.3
PJ-2019-A,エフェクト,EMP-A0056,自社,アート部,2021-07,80.8
PJ-2019-A,エフェクト,EMP-A0061,自社,アート部,2021-07,107.0
PJ-2019-A,エフェクト,EMP-A0062,自社,アート部,2021-07,153.8
PJ-2019-A,エフェクト,PTB-A0069,協力会社B,3DCGチーム,2021-07,109.6
PJ-2019-A,エフェクト,PTB-A0070,協力会社B,3DCGチーム,2021-07,140.0
PJ-2019-A,エフェクト,PTB-A0076,協力会社B,3DCGチーム,2021-07,103.8
PJ-2019-A,エフェクト,PTC-A0090,協力会社C,2Dアートチーム,2021-07,63.1
PJ-2019-A,エンジン開発,EMP-A0027,自社,第1開発部,2021-07,150.8
PJ-2019-A,エンジン開発,EMP-A0029,自社,第1開発部,2021-07,75.7
PJ-2019-A,エンジン開発,EMP-A0030,自社,第1開発部,2021-07,141.2
PJ-2019-A,エンジン開発,EMP-A0038,自社,第2開発部,2021-07,92.5
PJ-2019-A,エンジン開発,PTB-A0052,協力会社B,エンジニアリングチーム,2021-07,53.0
PJ-2019-A,キャラクターモデリング,EMP-A0054,自社,アート部,2021-07,66.8
PJ-2019-A,キャラクターモデリング,EMP-A0055,自社,アート部,2021-07,149.8
PJ-2019-A,キャラクターモデリング,EMP-A0056,自社,アート部,2021-07,145.1
PJ-2019-A,キャラクターモデリング,EMP-A0057,自社,アート部,2021-07,167.7
PJ-2019-A,キャラクターモデリング,EMP-A0061,自社,アート部,2021-07,97.1
PJ-2019-A,キャラクターモデリング,EMP-A0062,自社,アート部,2021-07,78.6
PJ-2019-A,キャラクターモデリング,EMP-A0063,自社,アート部,2021-07,78.3
PJ-2019-A,キャラクターモデリング,EMP-A0064,自社,アート部,2021-07,127.9
